instance,max_time,max_it,alpha,max_elite,runtime,mvc_size
p_hat300-2,120000,30,0.3,147245,282
p_hat300-3,120000,30,0.3,132799,273
p_hat500-1,120000,30,0.3,142320,495
p_hat500-2,120000,30,0.3,147201,477
p_hat500-3,120000,30,0.3,330379,467
p_hat700-1,120000,30,0.3,125718,696
p_hat700-2,120000,30,0.3,475709,671
p_hat700-3,120000,30,0.3,124381,659
san1000,120000,30,0.3,340053,992
san200_0.7_1,120000,30,0.3,122551,184
san200_0.7_2,120000,30,0.3,129950,188
san200_0.9_1,120000,30,0.3,121764,155
san200_0.9_2,120000,30,0.3,151185,156
san200_0.9_3,120000,30,0.3,126535,169
san400_0.5_1,120000,30,0.3,205744,393
san400_0.7_1,120000,30,0.3,195122,380
san400_0.7_2,120000,30,0.3,199368,385
san400_0.7_3,120000,30,0.3,148752,388
san400_0.9_1,120000,30,0.3,156897,350
sanr200_0.7,120000,30,0.3,121882,185
sanr200_0.9,120000,30,0.3,134572,164
sanr400_0.5,120000,30,0.3,125108,392
sanr400_0.7,120000,30,0.3,131351,385
